,humidity,temperature,CO2,TVOC,CCTEMP,time
81,95.00,26.20,5832,827,"26.41
",80.66838097572327
82,95.00,26.20,1756,206,"25.80
",81.68858861923218
83,95.00,26.20,982,88,"25.80
",82.6553840637207
84,95.00,26.20,1193,120,"26.41
",83.65071082115173
85,95.00,26.30,1102,106,"26.41
",84.6702048778534
86,95.00,26.30,933,81,"26.41
",85.6354820728302
87,95.00,26.30,730,50,"25.80
",86.63030910491943
88,95.00,26.40,597,30,"25.80
",87.64884376525879
89,95.00,26.40,614,32,"25.80
",88.61707758903503
90,95.00,26.40,620,33,"26.41
",89.6110098361969
91,83.00,26.20,545,22,"25.80
",90.629802942276
92,83.00,26.20,515,17,"25.80
",91.59762716293335
93,83.00,26.20,507,16,"25.80
",92.59067845344543
94,75.00,26.10,496,14,"25.80
",93.60819005966187
95,75.00,26.10,486,13,"25.80
",94.57999181747437
96,75.00,26.10,500,15,"25.80
",95.57294178009033
97,68.00,26.10,500,15,"25.80
",96.58971214294434
98,68.00,26.10,502,15,"25.80
",97.55983471870422
99,68.00,26.10,490,13,"25.80
",98.55469274520874
100,60.00,26.20,496,14,"25.80
",99.57158255577087
101,60.00,26.20,525,19,"25.80
",100.5412049293518
102,60.00,26.20,529,19,"25.80
",101.5340940952301
103,52.00,26.00,525,19,"25.80
",102.55023980140686
104,52.00,26.00,568,25,"25.80
",103.5219316482544
105,52.00,26.00,599,30,"25.80
",104.51548027992249
106,51.00,26.10,594,29,"25.80
",105.53327512741089
107,51.00,26.10,539,21,"25.80
",106.50350189208984
108,51.00,26.10,542,21,"25.80
",107.49625658988953
109,50.00,26.00,544,21,"27.04
",108.5134665966034
110,50.00,26.00,537,20,"25.80
",109.48360633850098
111,50.00,26.00,548,22,"26.41
",110.47760605812073
112,47.00,26.00,503,15,"25.80
",111.49584865570068
113,47.00,26.00,599,30,"25.80
",112.46553111076355
114,47.00,26.00,640,36,"25.80
",113.45829224586487
115,45.00,26.00,542,21,"25.80
",114.47706508636475
116,45.00,26.00,778,57,"25.80
",115.44483351707458
117,45.00,26.00,793,59,"25.80
",116.43714833259583
118,43.00,25.90,711,47,"25.80
",117.45820665359497
119,43.00,25.90,753,53,"25.80
",118.42608547210693
